Weather Station,Count
846865-99999,15
470311-99999,15
942610-99999,15
946900-99999,15
479995-99999,15
715180-99999,15
862230-99999,15
948390-99999,15
412750-99999,15
232204-99999,15
727984-99999,15
604000-99999,15
713440-99999,15
999999-03048,15
999999-03047,15
276070-99999,15
713460-99999,15
714950-99999,15
840500-99999,15
102490-99999,15
404140-99999,15
574480-99999,15
288730-99999,15
694534-99999,15
710210-99999,15
691104-99999,15
958270-99999,15
718434-99999,15
723416-99999,15
713640-99999,15
812253-99999,15
265021-99999,15
061610-99999,15
282240-99999,15
856840-99999,15
013005-99999,15
110165-99999,15
996030-99999,15
319430-99999,15
261149-99999,15
080001-99999,15
999999-93830,15
713360-99999,15
221440-99999,15
715910-99999,15
266490-99999,15
107620-99999,15
623630-99999,15
913481-99999,15
945958-99999,15
581410-99999,15
601190-99999,15
428390-99999,15
383531-99999,15
713160-99999,15
014730-99999,15
715280-99999,15
104540-99999,15
723781-99999,15
767501-99999,15
854590-99999,15
561320-99999,15
689263-99999,15
486990-99999,15
710180-99999,15
784800-99999,15
939870-99999,15
353946-99999,15
711720-99999,15
582390-99999,15
719181-99999,15
368430-99999,15
075890-99999,15
957210-99999,15
282330-99999,15
027770-99999,15
726671-99999,15
572780-99999,15
415180-99999,15
712760-99999,15
042022-99999,15
041970-99999,15
945952-99999,15
996210-99999,15
073901-99999,15
945951-99999,15
042021-99999,15
944460-99999,15
715080-99999,15
022520-99999,15
170990-99999,15
713080-99999,15
206750-99999,15
171550-99999,15
942880-99999,15
783500-99999,15
479455-99999,15
039220-99999,15
144420-99999,15
592280-99999,15
014930-99999,15
694504-99999,15
378630-99999,15
959250-99999,15
583211-99999,15
840760-99999,15
526710-99999,15
712250-99999,15
260600-99999,15
716990-99999,15
713410-99999,15
483870-99999,15
471131-99999,15
042340-99999,15
560360-99999,15
954000-99999,15
029910-99999,15
541611-99999,15
999999-10718,15
679740-99999,15
712850-99999,15
318590-99999,15
715274-99999,15
945953-99999,15
587340-99999,15
725033-94728,15
407809-99999,15
636880-99999,15
783870-99999,15
617050-99999,15
080144-99999,15
715360-99999,15
722123-99999,15
715170-99999,15
840720-99999,15
712290-99999,15
343680-99999,15
783640-99999,15
960011-99999,15
718240-99999,15
384031-99999,15
350210-99999,15
718433-99999,15
999999-12958,15
279621-99999,15
856210-99999,15
717134-99999,15
486023-99999,15
404210-99999,15
061150-99999,15
719691-99999,15
692044-99999,15
990250-99999,15
912220-99999,15
957490-99999,15
476420-43313,15
712210-99999,15
037820-99999,15
604592-99999,15
945580-99999,15
916020-99999,15
945956-99999,15
171930-99999,15
080141-99999,15
956470-99999,15
718432-99999,15
604591-99999,15
694554-99999,15
319750-99999,15
713510-99999,15
999999-34053,15
999999-34052,15
726764-99999,15
691674-99999,15
920148-99999,15
152370-99999,15
010231-99999,15
060120-99999,15
529830-99999,15
261161-99999,15
713180-99999,15
486022-99999,15
102540-99999,15
713030-99999,15
682920-99999,15
121051-99999,15
722928-99999,15
384032-99999,15
085581-99999,15
254960-99999,15
624030-99999,15
726588-99999,15
941430-99999,15
166421-99999,15
710359-99999,15
042023-99999,15
920030-99999,15
110161-99999,15
712860-99999,15
333451-99999,15
339450-99999,15
434040-99999,15
945955-99999,15
419640-99999,15
414340-99999,15
942740-99999,15
070740-34072,15
121052-99999,15
713320-99999,15
725054-99999,15
567760-99999,15
684950-99999,15
250770-99999,15
409410-99999,15
029920-99999,15
296380-99999,15
999999-63855,15
712570-99999,15
106162-99999,15
718442-99999,15
713420-99999,15
713090-99999,15
144460-99999,15
486021-99999,15
233380-99999,15
712770-99999,15
983260-99999,15
020001-99999,15
722307-99999,15
681080-99999,15
330003-99999,15
644620-99999,15
715350-99999,15
012570-99999,15
972840-99999,15
110162-99999,15
713070-99999,15
689920-99999,15
032910-99999,15
691094-99999,15
173505-99999,15
408351-99999,15
712120-99999,15
722678-23052,15
725326-99999,15
715820-99999,15
230200-99999,15
286290-99999,15
713100-99999,15
715090-99999,15
062693-99999,15
712790-99999,15
713400-99999,15
031370-99999,15
028620-99999,15
713120-99999,15
320130-99999,15
480400-99999,15
715370-99999,15
479310-42204,15
119274-99999,15
066099-99999,15
070390-99999,15
725959-99999,15
718400-99999,15
723663-99999,15
170680-99999,15
535330-99999,15
999999-53974,15
917830-99999,15
999999-53961,15
999999-53960,15
999999-53968,15
949999-00199,15
947790-99999,15
911690-99999,15
710190-99999,15
713630-99999,15
407823-99999,15
725976-99999,15
916110-99999,15
726065-99999,15
724069-99999,15
010530-99999,15
330005-99999,15
715800-99999,15
945770-99999,15
949999-00201,15
476742-99999,15
726871-99999,15
407804-99999,15
724131-99999,15
713470-99999,15
287450-99999,15
574770-99999,15
696694-99999,15
949999-00141,15
726834-99999,15
999999-26114,15
913360-99999,15
407801-99999,15
150320-99999,15
889700-99999,15
692054-99999,15
837390-99999,15
959620-99999,15
167161-99999,15
422550-99999,15
288360-99999,15
949999-00270,15
713370-99999,15
121054-99999,15
719458-99999,15
592871-99999,15
119271-99999,15
718437-99999,15
719491-99999,15
716050-99999,15
949999-00301,15
766134-99999,15
913691-99999,15
876160-99999,15
713000-99999,15
319240-99999,15
836993-99999,15
167570-99999,15
821880-99999,15
039080-99999,15
484076-99999,15
713170-99999,15
722683-99999,15
033300-99999,15
407808-99999,15
945957-99999,15
711710-99999,15
152390-99999,15
404150-99999,15
947590-99999,15
959770-99999,15
419580-99999,15
029670-99999,15
712890-99999,15
713500-99999,15
525331-99999,15
943265-99999,15
407806-99999,15
725283-99999,15
267040-99999,15
999999-53136,15
999999-53139,15
074760-99999,15
119276-99999,15
999999-04223,15
712590-99999,15
710170-99999,15
121310-99999,15
683980-99999,15
711910-99999,15
713150-99999,15
941410-99999,15
715190-99999,15
959970-99999,15
682672-99999,15
999999-04130,15
999999-04127,15
999999-04126,15
999999-04128,15
999999-04125,15
712690-99999,15
029200-99999,15
427270-99999,15
014340-99999,15
401761-99999,15
235850-99999,15
788461-99999,15
032110-99999,15
945959-99999,15
214350-99999,15
100260-99999,15
471540-43213,15
712240-99999,15
600070-99999,15
712740-99999,15
702745-99999,15
722594-99999,15
431290-99999,15
712140-99999,15
994450-99999,15
012070-99999,15
335240-99999,15
406270-99999,15
713350-99999,15
102910-99999,15
030040-99999,15
432830-99999,15
035830-35034,15
470312-99999,15
841390-99999,15
992980-99999,15
713650-99999,15
013380-99999,15
260381-99999,15
114232-99999,15
713450-99999,15
999999-94847,15
722118-99999,15
066811-99999,15
236110-99999,15
718435-99999,15
714010-99999,15
247250-99999,15
946110-99999,15
713550-99999,15
381412-99999,15
061310-99999,14
381170-99999,14
710376-99999,14
713060-99999,14
151205-99999,14
722147-53817,14
833890-99999,14
013370-99999,14
711990-99999,14
033430-99999,14
948760-99999,14
623080-99999,14
784730-99999,14
713570-99999,14
419530-99999,14
722284-99999,14
486870-99999,14
010580-99999,14
561870-99999,14
691084-99999,14
654500-99999,14
246980-99999,14
155280-99999,14
412700-99999,14
726568-99999,14
352130-99999,14
879035-99999,14
104090-99999,14
995950-99999,14
999999-21514,14
999999-21515,14
701995-26628,14
255260-99999,14
570250-99999,14
912333-99999,14
716870-99999,14
419390-99999,14
618660-99999,14
958250-99999,14
624530-99999,14
076380-99999,14
175150-99999,14
722354-13927,14
598580-99999,14
747040-03102,14
690100-99999,14
698104-99999,14
014825-99999,14
022870-99999,14
783280-99999,14
702695-99999,14
953700-99999,14
702325-26443,14
011700-99999,14
715660-99999,14
718955-25237,14
232140-99999,14
722198-63819,14
916790-99999,14
172006-99999,14
722114-54901,14
278530-99999,14
812530-99999,14
999999-94078,14
999999-94079,14
720113-54829,14
117500-99999,14
999999-94082,14
715901-99999,14
384573-99999,14
302520-99999,14
011240-99999,14
624670-99999,14
244880-99999,14
720356-13999,14
725956-24212,14
477641-43324,14
121030-99999,14
714930-99999,14
693544-99999,14
720304-64752,14
467690-99999,14
400790-99999,14
630060-99999,14
718365-99999,14
743926-99999,14
726364-04883,14
652600-99999,14
417570-99999,14
682905-99999,14
720289-63836,14
697544-99999,14
857440-99999,14
783842-99999,14
171295-99999,14
247960-99999,14
571880-99999,14
406640-99999,14
999999-23271,14
409010-99999,14
404500-99999,14
407160-99999,14
036080-99999,14
716700-99999,14
715750-99999,14
624020-99999,14
722364-23903,14
483240-99999,14
583280-99999,14
723448-99999,14
999999-13753,14
727504-99999,14
716650-99999,14
023180-99999,14
653765-99999,14
712410-99999,14
416360-99999,14
014110-99999,14
066140-99999,14
999999-23070,14
100420-99999,14
718454-99999,14
951809-99999,14
014400-99999,14
434790-99999,14
722563-99999,14
310860-99999,14
711750-99999,14
727503-99999,14
723046-13766,14
238170-99999,14
475800-44402,14
726605-99999,14
405720-99999,14
722337-99999,14
722346-54824,14
415925-99999,14
718654-99999,14
713580-99999,14
060190-99999,14
483034-99999,14
947050-99999,14
286360-99999,14
714070-99999,14
722047-99999,14
703406-26546,14
787885-99999,14
947310-99999,14
956430-99999,14
719035-99999,14
154215-99999,14
070160-99999,14
999999-03855,14
726085-99999,14
038880-99999,14
716790-99999,14
999999-25237,14
484400-99999,14
427110-99999,14
024990-99999,14
710415-99999,14
060320-99999,14
723626-03737,14
095520-99999,14
714050-99999,14
013920-99999,14
175100-99999,14
877480-99999,14
623350-99999,14
489125-99999,14
370060-99999,14
025040-99999,14
160440-99999,14
061740-99999,14
650020-99999,14
406330-99999,14
825991-99999,14
722488-03996,14
957620-99999,14
702913-99999,14
965830-99999,14
485578-99999,14
722931-93107,14
710010-99999,14
075630-99999,14
741040-99999,14
703059-99999,14
413960-99999,14
427060-99999,14
285220-99999,14
640080-99999,14
031051-99999,14
038630-99999,14
690070-93217,14
032350-99999,14
716670-99999,14
713210-99999,14
722152-53957,14
066130-99999,14
571500-99999,14
725323-99999,14
726574-99999,14
723449-99999,14
827530-99999,14
431930-99999,14
723750-03103,14
714670-99999,14
371775-99999,14
710901-99999,14
485576-99999,14
996110-99999,14
431530-99999,14
334390-99999,14
362290-99999,14
946870-99999,14
217120-99999,14
408354-99999,14
716690-99999,14
039120-99999,14
722054-53959,14
588150-99999,14
723089-13755,14
716720-99999,14
999999-03067,14
434760-99999,14
999999-03063,14
999999-03062,14
999999-03061,14
999999-03060,14
999999-03055,14
999999-03054,14
103680-99999,14
710580-99999,14
873870-99999,14
143030-99999,14
061360-99999,14
710267-99999,14
716890-99999,14
604650-99999,14
841430-99999,14
722895-99999,14
692064-99999,14
992990-99999,14
692314-99999,14
175000-99999,14
717174-99999,14
693524-99999,14
723444-99999,14
570140-99999,14
722919-99999,14
408352-99999,14
999999-93818,14
151455-99999,14
724373-03868,14
638180-99999,14
727478-99999,14
996580-99999,14
013290-99999,14
104340-99999,14
716390-99999,14
917560-99999,14
747760-03818,14
724604-99999,14
720358-53999,14
419770-99999,14
711520-99999,14
714800-99999,14
722123-12809,14
912180-41414,14
339390-99999,14
347330-99999,14
995470-99999,14
785880-99999,14
714700-99999,14
895780-99999,14
727556-99999,14
216080-99999,14
170400-99999,14
986450-99999,14
720368-54924,14
563840-99999,14
715810-99999,14
013420-99999,14
593110-99999,14
724126-99999,14
723065-13783,14
726813-99999,14
749316-99999,14
175400-99999,14
722081-13730,14
368215-99999,14
870221-99999,14
389980-99999,14
723143-99999,14
163170-99999,14
123765-99999,14
013400-99999,14
724354-99999,14
892690-99999,14
701730-26535,14
161170-99999,14
720354-63901,14
074870-99999,14
724509-99999,14
365690-99999,14
171970-99999,14
999999-93243,14
476345-99999,14
719520-25272,14
727566-99999,14
722007-54828,14
623810-99999,14
722508-12957,14
691114-99999,14
434410-99999,14
652750-99999,14
720110-53983,14
712635-99999,14
916820-99999,14
123767-99999,14
722499-99999,14
618920-99999,14
724036-99999,14
943210-99999,14
716344-99999,14
722165-63808,14
325480-99999,14
620180-99999,14
912210-41419,14
834280-99999,14
561470-99999,14
350110-99999,14
956610-99999,14
132230-99999,14
142840-99999,14
749117-99999,14
722547-99999,14
121380-99999,14
716710-99999,14
712027-99999,14
744975-99999,14
162150-99999,14
723564-99999,14
405830-99999,14
060310-99999,14
013070-99999,14
039640-99999,14
999999-12987,14
415040-99999,14
691764-99999,14
130145-99999,14
011440-99999,14
349170-99999,14
724685-99999,14
581340-99999,14
716950-99999,14
577530-99999,14
723895-99999,14
485740-99999,14
787210-99999,14
718443-99999,14
704140-45715,14
999999-12922,14
243380-99999,14
722012-92817,14
014800-99999,14
356020-99999,14
827960-99999,14
787833-99999,14
722113-53979,14
967495-99999,14
408355-99999,14
170630-99999,14
783465-99999,14
723926-23136,14
486480-99999,14
716940-99999,14
425230-99999,14
786372-99999,14
713220-99999,14
153220-99999,14
275110-99999,14
746141-23141,14
060870-99999,14
574450-99999,14
111370-99999,14
969355-99999,14
999999-34061,14
722406-12927,14
157260-99999,14
842020-99999,14
144270-99999,14
171450-99999,14
958320-99999,14
715650-99999,14
275810-99999,14
024890-99999,14
472050-99999,14
713681-99999,14
724007-03719,14
723447-03918,14
722021-92816,14
996250-99999,14
408357-99999,14
711896-99999,14
837450-99999,14
060220-99999,14
153355-99999,14
410060-99999,14
971925-99999,14
284430-99999,14
718776-99999,14
085520-99999,14
716660-99999,14
528330-99999,14
999999-14845,14
100030-99999,14
036380-99999,14
999999-63858,14
717080-99999,14
999999-63850,14
999999-63856,14
999999-63849,14
715740-99999,14
727474-99999,14
010882-99999,14
424070-99999,14
723406-93991,14
012930-99999,14
373880-99999,14
939840-99999,14
999999-24135,14
703884-99999,14
232200-99999,14
726576-14928,14
948100-99999,14
388530-99999,14
723435-53921,14
896100-99999,14
722748-99999,14
722915-93114,14
700300-27503,14
948665-99999,14
999999-24035,14
034054-99999,14
412870-99999,14
722537-99999,14
347300-99999,14
726558-99999,14
483070-99999,14
606080-99999,14
765750-99999,14
717420-99999,14
723575-03950,14
415190-99999,14
688150-99999,14
725624-14994,14
676960-99999,14
484315-99999,14
725029-99999,14
719371-99999,14
033350-99999,14
577650-99999,14
767502-99999,14
724677-93007,14
726627-99999,14
582450-99999,14
415200-99999,14
716860-99999,14
783320-99999,14
682674-99999,14
949999-00192,14
949999-00193,14
342020-99999,14
949999-00149,14
949999-00148,14
949999-00158,14
949999-00167,14
949999-00168,14
949999-00169,14
726578-99999,14
723156-63812,14
288010-99999,14
995130-99999,14
150235-99999,14
483031-99999,14
949999-00211,14
949999-00214,14
949999-00073,14
715700-99999,14
836793-99999,14
060990-99999,14
034610-99999,14
476790-43319,14
999999-04769,14
949999-00138,14
898090-99999,14
103084-99999,14
787040-99999,14
406190-99999,14
727505-99999,14
712260-99999,14
745966-99999,14
945470-99999,14
014220-99999,14
478320-99999,14
682677-99999,14
588260-99999,14
949999-00346,14
949999-00350,14
949999-00359,14
949999-00355,14
949999-00368,14
375020-99999,14
722141-03731,14
710420-99999,14
722256-64774,14
415770-99999,14
725128-54739,14
030240-99999,14
024150-99999,14
354670-99999,14
315930-99999,14
715670-99999,14
912333-41420,14
956990-99999,14
829654-99999,14
999999-53138,14
724014-99999,14
703165-25617,14
485577-99999,14
485575-99999,14
604010-99999,14
911890-99999,14
784660-99999,14
723754-99999,14
713200-99999,14
716680-99999,14
723105-03858,14
105760-99999,14
163445-99999,14
999999-04131,14
717040-99999,14
424140-99999,14
717500-54802,14
726569-99999,14
113600-99999,14
724238-99999,14
415970-99999,14
715320-99999,14
288440-99999,14
704898-99999,14
408353-99999,14
726487-94896,14
038320-99999,14
725124-99999,14
260120-99999,14
716880-99999,14
561380-99999,14
374960-99999,14
722191-03721,14
711780-99999,14
727444-99999,14
162000-99999,14
723284-93839,14
483033-99999,14
710377-99999,14
720346-53991,14
727533-99999,14
435410-99999,14
760754-99999,14
999999-94849,14
710020-99999,14
912320-41418,14
042605-99999,14
152590-99999,14
918080-99999,14
999999-43214,14
999999-43263,14
717173-99999,14
606030-99999,14
276060-99999,14
021205-99999,14
723443-99999,14
014690-99999,14
404320-99999,13
703605-25604,13
722524-12972,13
162920-99999,13
767270-99999,13
722097-04936,13
727533-04922,13
722677-03027,13
579920-99999,13
722103-12895,13
725409-04882,13
720965-13910,13
722689-23077,13
725254-04851,13
722361-92808,13
744666-53944,13
747360-93042,13
111730-99999,13
725930-23233,13
723555-93940,13
722869-03171,13
722955-03174,13
723084-93775,13
726114-54771,13
724464-53916,13
722159-12980,13
828160-99999,13
722169-03058,13
722209-12986,13
703835-25628,13
725069-94624,13
725217-53855,13
725514-03757,13
724666-93067,13
722183-04972,13
485200-99999,13
718515-99999,13
837470-99999,13
726415-94854,13
725216-04842,13
725155-94761,13
723556-93953,13
725408-04881,13
722252-54923,13
593610-99999,13
719676-99999,13
703606-25629,13
725079-14787,13
999999-21603,13
702223-26602,13
720355-03732,13
702084-26650,13
896480-99999,13
725484-04942,13
724233-53841,13
476730-99999,13
787945-99999,13
724118-93797,13
744662-63817,13
725472-94989,13
725100-94746,13
702490-26526,13
722149-04899,13
588250-99999,13
727473-94977,13
726553-04951,13
722764-03029,13
722055-12861,13
724066-93706,13
720340-54818,13
722268-13839,13
010860-99999,13
722975-53141,13
725724-24174,13
722016-12896,13
725635-24044,13
476500-99999,13
740035-03145,13
701625-26542,13
722189-92815,13
723409-53869,13
384574-99999,13
722019-99999,13
722249-63887,13
747870-12834,13
443830-99999,13
723783-03195,13
896250-99999,13
074940-99999,13
746925-03741,13
746929-03702,13
726519-94993,13
722343-54826,13
727444-04979,13
747820-53860,13
727514-54910,13
727486-04983,13
723484-53901,13
840360-99999,13
722144-04945,13
725407-04854,13
722953-03183,13
726455-94897,13
703870-25338,13
722145-04884,13
040550-99999,13
785203-00398,13
724237-53803,13
702770-26438,13
723747-03101,13
723990-14711,13
725084-54767,13
720286-53977,13
727344-04869,13
722167-03718,13
727449-04954,13
724284-63825,13
725067-94720,13
408320-99999,13
725098-54704,13
725776-24166,13
722186-04892,13
722061-03038,13
408361-99999,13
382200-99999,13
725214-04849,13
726083-04836,13
725110-14751,13
999999-23904,13
723448-53934,13
725066-94724,13
724026-03716,13
726064-64709,13
723122-63889,13
717430-99999,13
726115-54740,13
726228-94740,13
284440-99999,13
726569-04933,13
722859-99999,13
744665-04838,13
378510-99999,13
722357-03961,13
723443-53955,13
722185-53838,13
724915-23259,13
948150-99999,13
722059-04866,13
726559-94976,13
723526-03932,13
724395-03958,13
720321-04893,13
722956-03167,13
072660-99999,13
720343-54852,13
722044-53930,13
011370-99999,13
725386-94898,13
724397-54831,13
726555-94938,13
726518-94990,13
066000-99999,13
747830-12849,13
723174-93783,13
155750-99999,13
890440-99999,13
999999-11647,13
722577-93984,13
724238-53886,13
688140-99999,13
483020-99999,13
789880-00412,13
723143-03720,13
999999-94084,13
999999-94085,13
479386-99999,13
912460-41606,13
785260-11641,13
722479-53907,13
172189-99999,13
682904-99999,13
720374-92825,13
722563-53952,13
724627-03011,13
315880-99999,13
723307-53893,13
725525-94949,13
723536-53986,13
701195-26625,13
747804-13824,13
726565-04948,13
727856-94176,13
722073-03727,13
407826-99999,13
724077-54779,13
725487-04950,13
722148-63824,13
726414-04873,13
725415-54821,13
415225-99999,13
725488-04955,13
720376-63880,13
723098-93798,13
722089-94959,13
722155-03040,13
725292-14976,13
722093-04878,13
723895-23149,13
722725-23078,13
702350-26534,13
102740-99999,13
720373-92824,13
702185-26622,13
745431-03998,13
720275-04872,13
725404-04847,13
717520-99999,13
992470-99999,13
722598-03970,13
994320-99999,13
726610-99999,13
724508-03997,13
725497-04908,13
745048-93210,13
745046-93242,13
726564-04967,13
240650-99999,13
742016-99999,13
722903-03131,13
718364-99999,13
727434-04870,13
726545-94950,13
789613-00410,13
722201-03723,13
999999-13935,13
712500-99999,13
722082-04876,13
724502-13932,13
999999-13984,13
726452-04826,13
724107-53895,13
722469-53912,13
725086-54734,13
726508-94973,13
725486-04906,13
575970-99999,13
722116-12873,13
726419-94929,13
726413-04875,13
724287-04848,13
725317-53802,13
725354-04806,13
582070-99999,13
716960-99999,13
722934-53121,13
725054-64710,13
414050-99999,13
085510-99999,13
788730-00400,13
725524-94958,13
726160-94700,13
702746-26497,13
726549-54905,13
115400-99999,13
689310-99999,13
276430-99999,13
381417-99999,13
727945-04205,13
108100-99999,13
724365-53896,13
726777-94055,13
724276-53859,13
573450-99999,13
027200-99999,13
264190-99999,13
785263-11641,13
722014-12818,13
724674-94050,13
722041-12993,13
703055-00109,13
999999-13732,13
723123-14886,13
999999-25711,13
722115-12871,13
725473-94979,13
827981-99999,13
724288-04804,13
722094-53984,13
999999-23182,13
725120-14761,13
433510-99999,13
703884-25376,13
702758-27517,13
723273-13827,13
720272-94282,13
723118-53850,13
725335-94833,13
703056-26635,13
724056-63805,13
744200-99999,13
726425-04841,13
726130-14755,13
527880-99999,13
032230-99999,13
726456-94855,13
701486-26642,13
720327-04995,13
911860-22534,13
725336-94895,13
488830-99999,13
259070-99999,13
664600-99999,13
703644-27515,13
131560-99999,13
350450-99999,13
787955-99999,13
720151-03049,13
726426-04895,13
722527-12976,13
720267-23224,13
726603-04974,13
724014-93714,13
260340-99999,13
067160-99999,13
712081-99999,13
722338-12994,13
409810-99999,13
720317-03735,13
225200-99999,13
012340-99999,13
724625-93005,13
170690-99999,13
724115-93757,13
032490-99999,13
725204-04813,13
717610-99999,13
789050-00402,13
575270-99999,13
722174-23097,13
722427-12975,13
810030-99999,13
744656-53891,13
724430-93989,13
702595-26559,13
992460-99999,13
726836-04201,13
720287-53967,13
164160-99999,13
743946-54754,13
429210-99999,13
722539-12979,13
725628-04935,13
103400-99999,13
720315-03045,13
546460-99999,13
783230-99999,13
725015-04789,13
702035-26704,13
726920-24230,13
827970-99999,13
109120-99999,13
170330-99999,13
228830-99999,13
836590-99999,13
723447-99999,13
725958-94299,13
917920-00487,13
720313-03052,13
725621-94063,13
999999-13301,13
723415-03962,13
716840-99999,13
722134-63822,13
726499-94971,13
724336-93810,13
160370-99999,13
013850-99999,13
726184-94709,13
725165-94737,13
742513-53937,13
537630-99999,13
717580-99999,13
725208-04855,13
727506-04952,13
999999-25379,13
722330-53865,13
854595-99999,13
724453-03994,13
895280-99999,13
722927-03177,13
171310-99999,13
692144-99999,13
722348-53808,13
716314-99999,13
435440-99999,13
999999-03858,13
722122-03050,13
725245-04853,13
744653-63814,13
232201-99999,13
724175-03802,13
745058-23277,13
727474-04923,13
742078-64773,13
722156-53873,13
724117-63802,13
727918-94298,13
725416-14864,13
912310-41420,13
725456-04921,13
726500-14972,13
021180-99999,13
999999-03761,13
999999-03755,13
727677-94041,13
419890-99999,13
726577-99999,13
433670-99999,13
703057-26653,13
722693-93097,13
720749-24255,13
725454-04903,13
725374-94889,13
010990-99999,13
726596-04978,13
724673-93009,13
722575-03972,13
724689-03026,13
577160-99999,13
723434-03973,13
725475-04953,13
725565-94951,13
720279-03705,13
702075-26644,13
130240-99999,13
722333-03069,13
722067-63823,13
726764-94163,13
701945-46405,13
744655-04808,13
999999-13023,13
726586-94948,13
702715-46407,13
725075-54768,13
720308-04992,13
723010-03810,13
999999-27506,13
783110-99999,13
725710-94025,13
725247-04805,13
992340-99999,13
722071-53935,13
703333-25518,13
724053-03717,13
725418-54823,13
722101-03039,13
725846-93201,13
725194-54778,13
722196-53863,13
714755-99999,13
278170-99999,13
286110-99999,13
404190-99999,13
722247-54785,13
727630-24012,13
074420-99999,13
068065-99999,13
722588-13926,13
725157-54757,13
723280-03894,13
722052-53933,13
724298-04850,13
726883-04113,13
725493-04962,13
726504-54838,13
717650-99999,13
720269-12982,13
726355-94871,13
749058-99999,13
747810-13857,13
726056-54791,13
724828-93241,13
722541-53914,13
726366-99999,13
724028-99999,13
727452-04912,13
726457-04825,13
724117-99999,13
722178-53953,13
724676-93073,13
720266-54809,13
726509-04898,13
725117-04827,13
723629-53998,13
723037-93765,13
726163-54770,13
013270-99999,13
724765-93013,13
725016-54790,13
720273-12981,13
725489-04959,13
725414-04886,13
725453-14930,13
286760-99999,13
859840-99999,13
081120-99999,13
828080-99999,13
747185-03144,13
604150-99999,13
725498-94998,13
014710-99999,13
703054-00108,13
723660-23007,13
592830-99999,13
722820-03949,13
724973-93203,13
726505-04845,13
723436-53922,13
722542-03999,13
725029-64707,13
682643-99999,13
724776-93075,13
725315-94870,13
725478-04920,13
727507-54904,13
623030-99999,13
723635-03024,13
724190-03889,13
110110-99999,13
722220-13899,13
727456-04919,13
722666-93943,13
724636-03013,13
725109-54782,13
682671-99999,13
720344-54920,13
722747-93084,13
722108-12894,13
724509-53939,13
723663-03012,13
702186-26651,13
720284-04877,13
725146-54773,13
784370-99999,13
724459-53931,13
723441-54921,13
788660-00399,13
085125-99999,13
725124-64705,13
725469-04913,13
740001-54793,13
701043-26623,13
749142-99999,13
697564-99999,13
723564-53908,13
256080-99999,13
101510-99999,13
829270-99999,13
026380-99999,13
725068-54777,13
724458-03963,13
720293-04989,13
702120-26646,13
722276-53820,13
722897-93206,13
719470-99999,13
723074-03703,13
703052-26652,13
726438-94994,13
745985-63806,13
704896-25625,13
724294-53844,13
999999-15033,13
804143-99999,13
725065-94726,13
726700-24045,13
727415-04803,13
722599-03971,13
747985-99999,13
723449-53954,13
162310-99999,13
999999-03072,13
156220-99999,13
727478-04934,13
747043-03165,13
717530-99999,13
720316-12984,13
727857-94129,13
155380-99999,13
722618-23091,13
747946-12886,13
726985-24242,13
747460-03904,13
722211-94087,13
355220-99999,13
726190-94626,13
955020-99999,13
896590-99999,13
722214-03070,13
014680-99999,13
725088-54733,13
720301-63846,13
726583-04941,13
726682-54914,13
727834-24136,13
405500-99999,13
726417-54911,13
725384-04888,13
723788-99999,13
722217-63881,13
726566-04965,13
722096-53127,13
722090-03875,13
319741-99999,13
911780-22551,13
725383-54827,13
724098-99999,13
410310-99999,13
725387-94899,13
723177-63807,13
101460-99999,13
725230-94704,13
749388-99999,13
723079-93796,13
722203-03041,13
022440-99999,13
726514-94032,13
727871-99999,13
720312-04964,13
720258-04997,13
725976-94285,13
029860-99999,13
723109-93782,13
727885-94266,13
722132-63801,13
725665-94073,13
725207-54735,13
726986-94261,13
692114-99999,13
062720-99999,13
726568-04961,13
725256-04857,13
450010-99999,13
722899-03179,13
725144-54723,13
722695-93041,13
789900-00413,13
723528-03981,13
838620-99999,13
742079-63876,13
722489-53911,13
726055-04743,13
723068-93759,13
722192-23033,13
725814-99999,13
724846-53123,13
725458-04907,13
724385-04828,13
726444-04963,13
606920-99999,13
725495-04975,13
727437-94893,13
724516-23020,13
842040-99999,13
351630-99999,13
999999-42215,13
726544-04958,13
722154-53885,13
727985-94276,13
720295-53972,13
702220-26501,13
724019-93773,13
722143-53975,13
720347-63877,13
722181-13837,13
411705-99999,13
727459-94964,13
702005-26647,13
711253-99999,13
722341-92822,13
432890-99999,13
726679-04969,13
727135-94623,13
747946-99999,13
722176-53884,13
722037-92809,13
720324-64753,13
725047-99999,13
171180-99999,13
723035-93740,13
722508-99999,13
783160-99999,13
700635-26465,13
725865-94161,13
702720-26401,13
724036-03710,13
363980-99999,13
945160-99999,13
725940-24213,13
722788-03186,13
722131-03713,13
722091-53940,13
942180-99999,13
010440-99999,13
746935-03709,13
722119-12883,13
896640-87601,13
723231-63883,13
724767-93069,13
946600-99999,13
726375-94817,13
700634-27408,13
727454-04911,13
717385-99999,13
725347-14880,13
701210-26624,13
722616-03032,13
747355-53997,13
722342-54931,13
723565-03959,13
013320-99999,13
911977-21508,13
720362-63874,13
724113-53881,13
873470-99999,13
573670-99999,13
722008-12995,13
722787-53126,13
724067-93744,13
727517-04932,13
722444-53902,13
722683-93083,13
724180-13781,13
726585-14954,13
723300-03975,13
722887-03180,13
724270-03804,13
725113-54786,13
722362-93937,13
576590-99999,13
747680-13939,13
726865-24196,13
720288-03711,13
836520-99999,13
789820-00411,13
725464-04977,13
724057-13701,13
727928-94263,13
725686-94057,13
